pair,date,spot,rate_diff,stress,ca_diff,tb_diff,prod_diff,fair_value,z_score,lambda,fit,model_status
gbpjpy,2026-07-21,218.213,2.3057,0.0,-5.1444,-2.1496,-0.8508,,,,,insufficient_history
gbpnzd,2026-07-21,2.29381,0.3517,0.0,-1.4608,-2.4176,0.1029,,,,,insufficient_history
gbpusd,2026-07-21,1.33756,0.4017,0.0,0.0157,-1.4164,0.6956,,,,,insufficient_history
nzdcad,2026-07-21,0.82121,1.118,0.0,-0.5033,-0.4835,1.2971,,,,,insufficient_history
nzdchf,2026-07-21,0.47266,4.231,0.0,-8.3302,-1.6792,-1.8366,,,,,insufficient_history
nzdjpy,2026-07-21,94.988,1.954,0.0,-3.6836,0.268,-0.9537,,,,,insufficient_history
nzdusd,2026-07-21,0.58292,0.05,0.0,1.4765,1.0012,0.5927,,,,,insufficient_history
usdcad,2026-07-21,1.41059,-1.068,0.0,1.9798,1.4847,-0.7044,,,,,insufficient_history
usdchf,2026-07-21,0.81233,-4.181,0.0,9.8067,2.6804,2.4293,,,,,insufficient_history
usdjpy,2026-07-21,163.169,-1.904,0.0,5.1601,0.7332,1.5464,,,,,insufficient_history
usdnok,2026-07-21,9.6345,-0.171,0.0,22.2894,5.536,-0.0374,,,,,insufficient_history
usdsek,2026-07-21,9.7037,-1.645,0.0,8.3642,0.5452,-0.2135,,,,,insufficient_history
audcad,2026-07-22,0.98542,1.384,0.0,-2.812,-0.9203,-0.0988,,,,,insufficient_history
audchf,2026-07-22,0.56963,4.522,0.0,-10.6389,-2.116,-3.2325,,,,,insufficient_history
audjpy,2026-07-22,114.123,2.234,0.0,-5.9923,-0.1688,-2.3496,,,,,insufficient_history
audnzd,2026-07-22,1.20176,0.276,0.0,-2.3087,-0.4368,-1.3959,,,,,insufficient_history
audusd,2026-07-22,0.69999,0.306,0.0,-0.8322,0.5644,-0.8032,,,,,insufficient_history
cadchf,2026-07-22,0.57787,3.138,0.0,-7.8269,-1.1957,-3.1337,,,,,insufficient_history
cadjpy,2026-07-22,115.781,0.85,0.0,-3.1803,0.7515,-2.2508,,,,,insufficient_history
chfjpy,2026-07-22,200.282,-2.288,0.0,4.6466,1.9472,0.8829,,,,,insufficient_history
euraud,2026-07-22,1.63006,-1.7965,0.0,4.0517,0.2144,0.839,,,,,insufficient_history
eurcad,2026-07-22,1.60711,-0.4125,0.0,1.2397,-0.7059,0.7402,,,,,insufficient_history
eurchf,2026-07-22,0.92922,2.7255,0.0,-6.5872,-1.9016,-2.3935,,,,,insufficient_history
eurgbp,2026-07-22,0.85269,-1.8589,0.0,3.2038,2.1952,-0.6598,,,,,insufficient_history
eurjpy,2026-07-22,186.151,0.4375,0.0,-1.9406,0.0456,-1.5106,,,,,insufficient_history
eurnok,2026-07-22,10.9425,-1.2915,0.0,-19.0699,-4.7572,0.0732,,,,,insufficient_history
eurnzd,2026-07-22,1.96055,-1.5205,0.0,1.743,-0.2224,-0.5569,,,,,insufficient_history
eursek,2026-07-22,11.0611,0.1695,0.0,-5.1447,0.2336,0.2493,,,,,insufficient_history
eurusd,2026-07-22,1.14142,-1.4905,0.0,3.2195,0.7788,0.0358,,,,,insufficient_history
gbpaud,2026-07-22,1.91042,0.0624,0.0,0.8479,-1.9808,1.4988,,,,,insufficient_history
gbpcad,2026-07-22,1.88369,1.4464,0.0,-1.9641,-2.9011,1.4,,,,,insufficient_history
gbpchf,2026-07-22,1.08899,4.5844,0.0,-9.791,-4.0968,-1.7337,,,,,insufficient_history
gbpjpy,2026-07-22,218.172,2.2964,0.0,-5.1444,-2.1496,-0.8508,,,,,insufficient_history
gbpnzd,2026-07-22,2.29747,0.3384,0.0,-1.4608,-2.4176,0.1029,,,,,insufficient_history
gbpusd,2026-07-22,1.33785,0.3684,0.0,0.0157,-1.4164,0.6956,,,,,insufficient_history
nzdcad,2026-07-22,0.81901,1.108,0.0,-0.5033,-0.4835,1.2971,,,,,insufficient_history
nzdchf,2026-07-22,0.47333,4.246,0.0,-8.3302,-1.6792,-1.8366,,,,,insufficient_history
nzdjpy,2026-07-22,94.841,1.958,0.0,-3.6836,0.268,-0.9537,,,,,insufficient_history
nzdusd,2026-07-22,0.58184,0.03,0.0,1.4765,1.0012,0.5927,,,,,insufficient_history
usdcad,2026-07-22,1.40855,-1.078,0.0,1.9798,1.4847,-0.7044,,,,,insufficient_history
usdchf,2026-07-22,0.81422,-4.216,0.0,9.8067,2.6804,2.4293,,,,,insufficient_history
usdjpy,2026-07-22,163.131,-1.928,0.0,5.1601,0.7332,1.5464,,,,,insufficient_history
usdnok,2026-07-22,9.5879,-0.199,0.0,22.2894,5.536,-0.0374,,,,,insufficient_history
usdsek,2026-07-22,9.6915,-1.66,0.0,8.3642,0.5452,-0.2135,,,,,insufficient_history
audcad,2026-07-23,0.98118,1.365,1.0,-2.812,-0.9203,-0.0988,,,,,insufficient_history
audchf,2026-07-23,0.56883,4.488,1.0,-10.6389,-2.116,-3.2325,,,,,insufficient_history
audjpy,2026-07-23,114.127,2.235,1.0,-5.9923,-0.1688,-2.3496,,,,,insufficient_history
audnzd,2026-07-23,1.20616,0.288,1.0,-2.3087,-0.4368,-1.3959,,,,,insufficient_history
audusd,2026-07-23,0.69701,0.298,1.0,-0.8322,0.5644,-0.8032,,,,,insufficient_history
cadchf,2026-07-23,0.57977,3.123,1.0,-7.8269,-1.1957,-3.1337,,,,,insufficient_history
cadjpy,2026-07-23,116.33,0.87,1.0,-3.1803,0.7515,-2.2508,,,,,insufficient_history
chfjpy,2026-07-23,200.618,-2.253,1.0,4.6466,1.9472,0.8829,,,,,insufficient_history
euraud,2026-07-23,1.63161,-1.7965,1.0,4.0517,0.2144,0.839,,,,,insufficient_history
eurcad,2026-07-23,1.60186,-0.4315,1.0,1.2397,-0.7059,0.7402,,,,,insufficient_history
eurchf,2026-07-23,0.92828,2.6915,1.0,-6.5872,-1.9016,-2.3935,,,,,insufficient_history
eurgbp,2026-07-23,0.85394,-1.8872,1.0,3.2038,2.1952,-0.6598,,,,,insufficient_history
eurjpy,2026-07-23,186.446,0.4385,1.0,-1.9406,0.0456,-1.5106,,,,,insufficient_history
eurnok,2026-07-23,10.934,-1.2765,1.0,-19.0699,-4.7572,0.0732,,,,,insufficient_history
eurnzd,2026-07-23,1.97017,-1.5085,1.0,1.743,-0.2224,-0.5569,,,,,insufficient_history
eursek,2026-07-23,11.0942,0.1815,1.0,-5.1447,0.2336,0.2493,,,,,insufficient_history
eurusd,2026-07-23,1.13804,-1.4985,1.0,3.2195,0.7788,0.0358,,,,,insufficient_history
gbpaud,2026-07-23,1.90959,0.0907,1.0,0.8479,-1.9808,1.4988,,,,,insufficient_history
gbpcad,2026-07-23,1.87445,1.4557,1.0,-1.9641,-2.9011,1.4,,,,,insufficient_history
gbpchf,2026-07-23,1.08706,4.5787,1.0,-9.791,-4.0968,-1.7337,,,,,insufficient_history
gbpjpy,2026-07-23,218.157,2.3257,1.0,-5.1444,-2.1496,-0.8508,,,,,insufficient_history
gbpnzd,2026-07-23,2.30504,0.3787,1.0,-1.4608,-2.4176,0.1029,,,,,insufficient_history
gbpusd,2026-07-23,1.3315,0.3887,1.0,0.0157,-1.4164,0.6956,,,,,insufficient_history
nzdcad,2026-07-23,0.81246,1.077,1.0,-0.5033,-0.4835,1.2971,,,,,insufficient_history
nzdchf,2026-07-23,0.47086,4.2,1.0,-8.3302,-1.6792,-1.8366,,,,,insufficient_history
nzdjpy,2026-07-23,94.534,1.947,1.0,-3.6836,0.268,-0.9537,,,,,insufficient_history
nzdusd,2026-07-23,0.5773,0.01,1.0,1.4765,1.0012,0.5927,,,,,insufficient_history
usdcad,2026-07-23,1.4081,-1.067,1.0,1.9798,1.4847,-0.7044,,,,,insufficient_history
usdchf,2026-07-23,0.81634,-4.19,1.0,9.8067,2.6804,2.4293,,,,,insufficient_history
usdjpy,2026-07-23,163.853,-1.937,1.0,5.1601,0.7332,1.5464,,,,,insufficient_history
usdnok,2026-07-23,9.6087,-0.222,1.0,22.2894,5.536,-0.0374,,,,,insufficient_history
usdsek,2026-07-23,9.7494,-1.68,1.0,8.3642,0.5452,-0.2135,,,,,insufficient_history
audcad,2026-07-24,0.98316,1.481,1.0,-2.812,-0.9203,-0.0988,,,,,insufficient_history
audchf,2026-07-24,0.57105,4.621,1.0,-10.6389,-2.116,-3.2325,,,,,insufficient_history
audjpy,2026-07-24,114.241,2.274,1.0,-5.9923,-0.1688,-2.3496,,,,,insufficient_history
audnzd,2026-07-24,1.20491,0.297,1.0,-2.3087,-0.4368,-1.3959,,,,,insufficient_history
audusd,2026-07-24,0.69857,0.397,1.0,-0.8322,0.5644,-0.8032,,,,,insufficient_history
cadchf,2026-07-24,0.57947,3.14,1.0,-7.8269,-1.1957,-3.1337,,,,,insufficient_history
cadjpy,2026-07-24,116.215,0.793,1.0,-3.1803,0.7515,-2.2508,,,,,insufficient_history
chfjpy,2026-07-24,200.22,-2.347,1.0,4.6466,1.9472,0.8829,,,,,insufficient_history
euraud,2026-07-24,1.62832,-1.9142,1.0,4.0517,0.2144,0.839,,,,,insufficient_history
eurcad,2026-07-24,1.60264,-0.4332,1.0,1.2397,-0.7059,0.7402,,,,,insufficient_history
eurchf,2026-07-24,0.93018,2.7068,1.0,-6.5872,-1.9016,-2.3935,,,,,insufficient_history
eurgbp,2026-07-24,0.85326,-1.868,1.0,3.2038,2.1952,-0.6598,,,,,insufficient_history
eurjpy,2026-07-24,186.284,0.3598,1.0,-1.9406,0.0456,-1.5106,,,,,insufficient_history
eurnok,2026-07-24,10.8912,-1.3122,1.0,-19.0699,-4.7572,0.0732,,,,,insufficient_history
eurnzd,2026-07-24,1.96352,-1.6172,1.0,1.743,-0.2224,-0.5569,,,,,insufficient_history
eursek,2026-07-24,11.0452,0.1548,1.0,-5.1447,0.2336,0.2493,,,,,insufficient_history
eurusd,2026-07-24,1.1374,-1.5172,1.0,3.2195,0.7788,0.0358,,,,,insufficient_history
gbpaud,2026-07-24,1.90787,-0.0462,1.0,0.8479,-1.9808,1.4988,,,,,insufficient_history
gbpcad,2026-07-24,1.8776,1.4348,1.0,-1.9641,-2.9011,1.4,,,,,insufficient_history
gbpchf,2026-07-24,1.0893,4.5748,1.0,-9.791,-4.0968,-1.7337,,,,,insufficient_history
gbpjpy,2026-07-24,218.243,2.2278,1.0,-5.1444,-2.1496,-0.8508,,,,,insufficient_history
gbpnzd,2026-07-24,2.30141,0.2508,1.0,-1.4608,-2.4176,0.1029,,,,,insufficient_history
gbpusd,2026-07-24,1.33239,0.3508,1.0,0.0157,-1.4164,0.6956,,,,,insufficient_history
nzdcad,2026-07-24,0.81549,1.184,1.0,-0.5033,-0.4835,1.2971,,,,,insufficient_history
nzdchf,2026-07-24,0.47332,4.324,1.0,-8.3302,-1.6792,-1.8366,,,,,insufficient_history
nzdjpy,2026-07-24,94.798,1.977,1.0,-3.6836,0.268,-0.9537,,,,,insufficient_history
nzdusd,2026-07-24,0.57927,0.1,1.0,1.4765,1.0012,0.5927,,,,,insufficient_history
usdcad,2026-07-24,1.40908,-1.084,1.0,1.9798,1.4847,-0.7044,,,,,insufficient_history
usdchf,2026-07-24,0.81784,-4.224,1.0,9.8067,2.6804,2.4293,,,,,insufficient_history
usdjpy,2026-07-24,163.791,-1.877,1.0,5.1601,0.7332,1.5464,,,,,insufficient_history
usdnok,2026-07-24,9.5735,-0.205,1.0,22.2894,5.536,-0.0374,,,,,insufficient_history
usdsek,2026-07-24,9.7109,-1.672,1.0,8.3642,0.5452,-0.2135,,,,,insufficient_history
audcad,2026-07-27,0.98689,1.447,1.0,-2.812,-0.9203,-0.0988,,,,,insufficient_history
audchf,2026-07-27,0.5725,4.582,1.0,-10.6389,-2.116,-3.2325,,,,,insufficient_history
audjpy,2026-07-27,114.445,2.229,1.0,-5.9923,-0.1688,-2.3496,,,,,insufficient_history
audnzd,2026-07-27,1.20974,0.294,1.0,-2.3087,-0.4368,-1.3959,,,,,insufficient_history
audusd,2026-07-27,0.6992,0.354,1.0,-0.8322,0.5644,-0.8032,,,,,insufficient_history
cadchf,2026-07-27,0.58,3.135,1.0,-7.8269,-1.1957,-3.1337,,,,,insufficient_history
cadjpy,2026-07-27,115.885,0.782,1.0,-3.1803,0.7515,-2.2508,,,,,insufficient_history
chfjpy,2026-07-27,199.871,-2.353,1.0,4.6466,1.9472,0.8829,,,,,insufficient_history
euraud,2026-07-27,1.6262,-1.8765,1.0,4.0517,0.2144,0.839,,,,,insufficient_history
eurcad,2026-07-27,1.6054,-0.4295,1.0,1.2397,-0.7059,0.7402,,,,,insufficient_history
eurchf,2026-07-27,0.9313,2.7055,1.0,-6.5872,-1.9016,-2.3935,,,,,insufficient_history
eurgbp,2026-07-27,0.8555,-1.8694,1.0,3.2038,2.1952,-0.6598,,,,,insufficient_history
eurjpy,2026-07-27,186.134,0.3525,1.0,-1.9406,0.0456,-1.5106,,,,,insufficient_history
eurnok,2026-07-27,10.9846,-1.2945,1.0,-19.0699,-4.7572,0.0732,,,,,insufficient_history
eurnzd,2026-07-27,1.9686,-1.5825,1.0,1.743,-0.2224,-0.5569,,,,,insufficient_history
eursek,2026-07-27,11.0547,0.1625,1.0,-5.1447,0.2336,0.2493,,,,,insufficient_history
eurusd,2026-07-27,1.13714,-1.5225,1.0,3.2195,0.7788,0.0358,,,,,insufficient_history
gbpaud,2026-07-27,1.90116,-0.0071,1.0,0.8479,-1.9808,1.4988,,,,,insufficient_history
gbpcad,2026-07-27,1.87668,1.4399,1.0,-1.9641,-2.9011,1.4,,,,,insufficient_history
gbpchf,2026-07-27,1.0886,4.5749,1.0,-9.791,-4.0968,-1.7337,,,,,insufficient_history
gbpjpy,2026-07-27,217.539,2.2219,1.0,-5.1444,-2.1496,-0.8508,,,,,insufficient_history
gbpnzd,2026-07-27,2.30074,0.2869,1.0,-1.4608,-2.4176,0.1029,,,,,insufficient_history
gbpusd,2026-07-27,1.32894,0.3469,1.0,0.0157,-1.4164,0.6956,,,,,insufficient_history
nzdcad,2026-07-27,0.81504,1.153,1.0,-0.5033,-0.4835,1.2971,,,,,insufficient_history
nzdchf,2026-07-27,0.4729,4.288,1.0,-8.3302,-1.6792,-1.8366,,,,,insufficient_history
nzdjpy,2026-07-27,94.55,1.935,1.0,-3.6836,0.268,-0.9537,,,,,insufficient_history
nzdusd,2026-07-27,0.5776,0.06,1.0,1.4765,1.0012,0.5927,,,,,insufficient_history
usdcad,2026-07-27,1.4124,-1.093,1.0,1.9798,1.4847,-0.7044,,,,,insufficient_history
usdchf,2026-07-27,0.8193,-4.228,1.0,9.8067,2.6804,2.4293,,,,,insufficient_history
usdjpy,2026-07-27,163.745,-1.875,1.0,5.1601,0.7332,1.5464,,,,,insufficient_history
usdnok,2026-07-27,9.6618,-0.228,1.0,22.2894,5.536,-0.0374,,,,,insufficient_history
usdsek,2026-07-27,9.7256,-1.685,1.0,8.3642,0.5452,-0.2135,,,,,insufficient_history
audcad,2026-07-28,0.98356,1.44,1.0,-2.812,-0.9203,-0.0988,,,,,insufficient_history
audchf,2026-07-28,0.57078,4.57,1.0,-10.6389,-2.116,-3.2325,,,,,insufficient_history
audjpy,2026-07-28,114.228,2.19,1.0,-5.9923,-0.1688,-2.3496,,,,,insufficient_history
audnzd,2026-07-28,1.20489,0.251,1.0,-2.3087,-0.4368,-1.3959,,,,,insufficient_history
audusd,2026-07-28,0.69769,0.361,1.0,-0.8322,0.8644,-0.8032,,,,,insufficient_history
cadchf,2026-07-28,0.58004,3.13,1.0,-7.8269,-1.1957,-3.1337,,,,,insufficient_history
cadjpy,2026-07-28,116.11,0.75,1.0,-3.1803,0.7515,-2.2508,,,,,insufficient_history
chfjpy,2026-07-28,200.084,-2.38,1.0,4.6466,1.9472,0.8829,,,,,insufficient_history
euraud,2026-07-28,1.63175,-1.8623,1.0,4.0517,0.2144,0.839,,,,,insufficient_history
eurcad,2026-07-28,1.60591,-0.4223,1.0,1.2397,-0.7059,0.7402,,,,,insufficient_history
eurchf,2026-07-28,0.93264,2.7077,1.0,-6.5872,-1.9016,-2.3935,,,,,insufficient_history
eurgbp,2026-07-28,0.85684,-1.8449,1.0,3.2038,2.1952,-0.6598,,,,,insufficient_history
eurjpy,2026-07-28,186.522,0.3277,1.0,-1.9406,0.0456,-1.5106,,,,,insufficient_history
eurnok,2026-07-28,11.03,-1.2923,1.0,-19.0699,-4.7572,0.0732,,,,,insufficient_history
eurnzd,2026-07-28,1.96793,-1.6113,1.0,1.743,-0.2224,-0.5569,,,,,insufficient_history
eursek,2026-07-28,11.0315,0.1607,1.0,-5.1447,0.2336,0.2493,,,,,insufficient_history
eurusd,2026-07-28,1.13895,-1.5013,1.0,3.2195,1.0788,0.0358,,,,,insufficient_history
gbpaud,2026-07-28,1.90446,-0.0174,1.0,0.8479,-1.9808,1.4988,,,,,insufficient_history
gbpcad,2026-07-28,1.87436,1.4226,1.0,-1.9641,-2.9011,1.4,,,,,insufficient_history
gbpchf,2026-07-28,1.08756,4.5526,1.0,-9.791,-4.0968,-1.7337,,,,,insufficient_history
gbpjpy,2026-07-28,217.685,2.1726,1.0,-5.1444,-2.1496,-0.8508,,,,,insufficient_history
gbpnzd,2026-07-28,2.29622,0.2336,1.0,-1.4608,-2.4176,0.1029,,,,,insufficient_history
gbpusd,2026-07-28,1.3289,0.3436,1.0,0.0157,-1.1164,0.6956,,,,,insufficient_history
nzdcad,2026-07-28,0.81508,1.189,1.0,-0.5033,-0.4835,1.2971,,,,,insufficient_history
nzdchf,2026-07-28,0.473,4.319,1.0,-8.3302,-1.6792,-1.8366,,,,,insufficient_history
nzdjpy,2026-07-28,94.716,1.939,1.0,-3.6836,0.268,-0.9537,,,,,insufficient_history
nzdusd,2026-07-28,0.57884,0.11,1.0,1.4765,1.3012,0.5927,,,,,insufficient_history
usdcad,2026-07-28,1.41056,-1.079,1.0,1.9798,1.7847,-0.7044,,,,,insufficient_history
usdchf,2026-07-28,0.81839,-4.209,1.0,9.8067,2.9804,2.4293,,,,,insufficient_history
usdjpy,2026-07-28,163.811,-1.829,1.0,5.1601,1.0332,1.5464,,,,,insufficient_history
usdnok,2026-07-28,9.6845,-0.209,1.0,22.2894,5.836,-0.0374,,,,,insufficient_history
usdsek,2026-07-28,9.6839,-1.662,1.0,8.3642,0.8452,-0.2135,,,,,insufficient_history
audcad,2026-07-29,0.97674,1.321,3.0,-2.812,-0.9203,-0.0988,,,,,insufficient_history
audchf,2026-07-29,0.56606,4.486,3.0,-10.6389,-2.116,-3.2325,,,,,insufficient_history
audjpy,2026-07-29,113.598,2.17,3.0,-5.9923,-0.1688,-2.3496,,,,,insufficient_history
audnzd,2026-07-29,1.19927,0.268,3.0,-2.3087,-0.4368,-1.3959,,,,,insufficient_history
audusd,2026-07-29,0.69575,0.248,3.0,-0.8322,0.8644,-0.8032,,,,,insufficient_history
cadchf,2026-07-29,0.57935,3.165,3.0,-7.8269,-1.1957,-3.1337,,,,,insufficient_history
cadjpy,2026-07-29,116.295,0.849,3.0,-3.1803,0.7515,-2.2508,,,,,insufficient_history
chfjpy,2026-07-29,200.718,-2.316,3.0,4.6466,1.9472,0.8829,,,,,insufficient_history
euraud,2026-07-29,1.64764,-1.7621,3.0,4.0517,0.2144,0.839,,,,,insufficient_history
eurcad,2026-07-29,1.61041,-0.4411,3.0,1.2397,-0.7059,0.7402,,,,,insufficient_history
eurchf,2026-07-29,0.93253,2.7239,3.0,-6.5872,-1.9016,-2.3935,,,,,insufficient_history
eurgbp,2026-07-29,0.85726,-1.8822,3.0,3.2038,2.1952,-0.6598,,,,,insufficient_history
eurjpy,2026-07-29,187.296,0.4079,3.0,-1.9406,0.0456,-1.5106,,,,,insufficient_history
eurnok,2026-07-29,10.9937,-1.2571,3.0,-19.0699,-4.7572,0.0732,,,,,insufficient_history
eurnzd,2026-07-29,1.97805,-1.4941,3.0,1.743,-0.2224,-0.5569,,,,,insufficient_history
eursek,2026-07-29,11.0607,0.1829,3.0,-5.1447,0.2336,0.2493,,,,,insufficient_history
eurusd,2026-07-29,1.14705,-1.5141,3.0,3.2195,1.0788,0.0358,,,,,insufficient_history
gbpaud,2026-07-29,1.92147,0.1201,3.0,0.8479,-1.9808,1.4988,,,,,insufficient_history
gbpcad,2026-07-29,1.87739,1.4411,3.0,-1.9641,-2.9011,1.4,,,,,insufficient_history
gbpchf,2026-07-29,1.08855,4.6061,3.0,-9.791,-4.0968,-1.7337,,,,,insufficient_history
gbpjpy,2026-07-29,218.386,2.2901,3.0,-5.1444,-2.1496,-0.8508,,,,,insufficient_history
gbpnzd,2026-07-29,2.30585,0.3881,3.0,-1.4608,-2.4176,0.1029,,,,,insufficient_history
gbpusd,2026-07-29,1.33683,0.3681,3.0,0.0157,-1.1164,0.6956,,,,,insufficient_history
nzdcad,2026-07-29,0.81359,1.053,3.0,-0.5033,-0.4835,1.2971,,,,,insufficient_history
nzdchf,2026-07-29,0.47095,4.218,3.0,-8.3302,-1.6792,-1.8366,,,,,insufficient_history
nzdjpy,2026-07-29,94.63,1.902,3.0,-3.6836,0.268,-0.9537,,,,,insufficient_history
nzdusd,2026-07-29,0.57981,-0.02,3.0,1.4765,1.3012,0.5927,,,,,insufficient_history
usdcad,2026-07-29,1.40452,-1.073,3.0,1.9798,1.7847,-0.7044,,,,,insufficient_history
usdchf,2026-07-29,0.81391,-4.238,3.0,9.8067,2.9804,2.4293,,,,,insufficient_history
usdjpy,2026-07-29,163.37,-1.922,3.0,5.1601,1.0332,1.5464,,,,,insufficient_history
usdnok,2026-07-29,9.5857,-0.257,3.0,22.2894,5.836,-0.0374,,,,,insufficient_history
usdsek,2026-07-29,9.6382,-1.697,3.0,8.3642,0.8452,-0.2135,,,,,insufficient_history
audcad,2026-07-30,0.98429,1.41,1.0,-2.812,-0.9203,-0.0988,,,,,insufficient_history
audchf,2026-07-30,0.56529,4.588,1.0,-10.6389,-2.116,-3.2325,,,,,insufficient_history
audjpy,2026-07-30,112.014,2.198,1.0,-5.9923,-0.1688,-2.3496,,,,,insufficient_history
audnzd,2026-07-30,1.1946,0.27,1.0,-2.3087,-0.4368,-1.3959,,,,,insufficient_history
audusd,2026-07-30,0.70323,0.32,1.0,-0.8322,0.8644,-0.8032,,,,,insufficient_history
cadchf,2026-07-30,0.57429,3.178,1.0,-7.8269,-1.1957,-3.1337,,,,,insufficient_history
cadjpy,2026-07-30,113.834,0.788,1.0,-3.1803,0.7515,-2.2508,,,,,insufficient_history
chfjpy,2026-07-30,198.131,-2.39,1.0,4.6466,1.9472,0.8829,,,,,insufficient_history
euraud,2026-07-30,1.63982,-1.8318,1.0,4.0517,0.2144,0.839,,,,,insufficient_history
eurcad,2026-07-30,1.61473,-0.4218,1.0,1.2397,-0.7059,0.7402,,,,,insufficient_history
eurchf,2026-07-30,0.92765,2.7562,1.0,-6.5872,-1.9016,-2.3935,,,,,insufficient_history
eurgbp,2026-07-30,0.85579,-1.8239,1.0,3.2038,2.1952,-0.6598,,,,,insufficient_history
eurjpy,2026-07-30,183.874,0.3662,1.0,-1.9406,0.0456,-1.5106,,,,,insufficient_history
eurnok,2026-07-30,10.9817,-1.2718,1.0,-19.0699,-4.7572,0.0732,,,,,insufficient_history
eurnzd,2026-07-30,1.96041,-1.5618,1.0,1.743,-0.2224,-0.5569,,,,,insufficient_history
eursek,2026-07-30,10.984,0.1582,1.0,-5.1447,0.2336,0.2493,,,,,insufficient_history
eurusd,2026-07-30,1.15314,-1.5118,1.0,3.2195,1.0788,0.0358,,,,,insufficient_history
gbpaud,2026-07-30,1.91521,-0.0079,1.0,0.8479,-1.9808,1.4988,,,,,insufficient_history
gbpcad,2026-07-30,1.88575,1.4021,1.0,-1.9641,-2.9011,1.4,,,,,insufficient_history
gbpchf,2026-07-30,1.08384,4.5801,1.0,-9.791,-4.0968,-1.7337,,,,,insufficient_history
gbpjpy,2026-07-30,214.749,2.1901,1.0,-5.1444,-2.1496,-0.8508,,,,,insufficient_history
gbpnzd,2026-07-30,2.29001,0.2621,1.0,-1.4608,-2.4176,0.1029,,,,,insufficient_history
gbpusd,2026-07-30,1.3466,0.3121,1.0,0.0157,-1.1164,0.6956,,,,,insufficient_history
nzdcad,2026-07-30,0.82342,1.14,1.0,-0.5033,-0.4835,1.2971,,,,,insufficient_history
nzdchf,2026-07-30,0.4731,4.318,1.0,-8.3302,-1.6792,-1.8366,,,,,insufficient_history
nzdjpy,2026-07-30,93.743,1.928,1.0,-3.6836,0.268,-0.9537,,,,,insufficient_history
nzdusd,2026-07-30,0.58817,0.05,1.0,1.4765,1.3012,0.5927,,,,,insufficient_history
usdcad,2026-07-30,1.40102,-1.09,1.0,1.9798,1.7847,-0.7044,,,,,insufficient_history
usdchf,2026-07-30,0.80492,-4.268,1.0,9.8067,2.9804,2.4293,,,,,insufficient_history
usdjpy,2026-07-30,159.524,-1.878,1.0,5.1601,1.0332,1.5464,,,,,insufficient_history
usdnok,2026-07-30,9.5252,-0.24,1.0,22.2894,5.836,-0.0374,,,,,insufficient_history
usdsek,2026-07-30,9.5261,-1.67,1.0,8.3642,0.8452,-0.2135,,,,,insufficient_history
audcad,2026-07-31,0.98385,1.275,1.0,-2.812,-0.9203,-0.0988,,,,,insufficient_history
audchf,2026-07-31,0.5664,4.528,1.0,-10.6389,-2.116,-3.2325,,,,,insufficient_history
audjpy,2026-07-31,110.478,2.144,1.0,-5.9923,-0.1688,-2.3496,,,,,insufficient_history
audnzd,2026-07-31,1.19232,0.27,1.0,-2.3087,-0.4368,-1.3959,,,,,insufficient_history
audusd,2026-07-31,0.7024,0.19,1.0,-0.8322,0.8644,-0.8032,,,,,insufficient_history
cadchf,2026-07-31,0.5757,3.253,1.0,-7.8269,-1.1957,-3.1337,,,,,insufficient_history
cadjpy,2026-07-31,112.201,0.869,1.0,-3.1803,0.7515,-2.2508,,,,,insufficient_history
chfjpy,2026-07-31,194.859,-2.384,1.0,4.6466,1.9472,0.8829,,,,,insufficient_history
euraud,2026-07-31,1.64118,-1.7364,1.0,4.0517,0.2144,0.839,,,,,insufficient_history
eurcad,2026-07-31,1.61523,-0.4614,1.0,1.2397,-0.7059,0.7402,,,,,insufficient_history
eurchf,2026-07-31,0.9305,2.7916,1.0,-6.5872,-1.9016,-2.3935,,,,,insufficient_history
eurgbp,2026-07-31,0.85486,-1.8524,1.0,3.2038,2.1952,-0.6598,,,,,insufficient_history
eurjpy,2026-07-31,181.571,0.4076,1.0,-1.9406,0.0456,-1.5106,,,,,insufficient_history
eurnok,2026-07-31,10.9075,-1.2854,1.0,-19.0699,-4.7572,0.0732,,,,,insufficient_history
eurnzd,2026-07-31,1.95939,-1.4664,1.0,1.743,-0.2224,-0.5569,,,,,insufficient_history
eursek,2026-07-31,10.9774,0.1686,1.0,-5.1447,0.2336,0.2493,,,,,insufficient_history
eurusd,2026-07-31,1.15327,-1.5464,1.0,3.2195,1.0788,0.0358,,,,,insufficient_history
gbpaud,2026-07-31,1.91842,0.116,1.0,0.8479,-1.9808,1.4988,,,,,insufficient_history
gbpcad,2026-07-31,1.88901,1.391,1.0,-1.9641,-2.9011,1.4,,,,,insufficient_history
gbpchf,2026-07-31,1.088,4.644,1.0,-9.791,-4.0968,-1.7337,,,,,insufficient_history
gbpjpy,2026-07-31,212.343,2.26,1.0,-5.1444,-2.1496,-0.8508,,,,,insufficient_history
gbpnzd,2026-07-31,2.2913,0.386,1.0,-1.4608,-2.4176,0.1029,,,,,insufficient_history
gbpusd,2026-07-31,1.34834,0.306,1.0,0.0157,-1.1164,0.6956,,,,,insufficient_history
nzdcad,2026-07-31,0.82357,1.005,1.0,-0.5033,-0.4835,1.2971,,,,,insufficient_history
