pair,date,spot,rate_diff,stress,ca_diff,tb_diff,prod_diff,fair_value,z_score,lambda,fit,model_status
eurcad,2026-06-26,1.61554,-0.538,1.0,1.493,-0.3526,0.7402,,,,,insufficient_history
eurchf,2026-06-26,0.92187,2.605,1.0,-6.3339,-2.5395,-2.3935,,,,,insufficient_history
eurgbp,2026-06-26,0.86237,-1.8915,1.0,2.9831,3.3122,-0.6598,,,,,insufficient_history
eurjpy,2026-06-26,184.073,0.245,1.0,-1.6873,0.1992,15.3626,,,,,insufficient_history
eurnok,2026-06-26,11.306,-1.416,1.0,-18.8166,-4.5869,0.0732,,,,,insufficient_history
eurnzd,2026-06-26,2.01741,-1.512,1.0,1.9963,-1.1105,-0.5569,,,,,insufficient_history
eursek,2026-06-26,11.0832,0.188,1.0,-4.8914,0.4039,0.2493,,,,,insufficient_history
eurusd,2026-06-26,1.13908,-1.532,1.0,3.4728,1.3031,0.0358,,,,,insufficient_history
gbpaud,2026-06-26,1.91355,0.0125,1.0,1.3219,-3.5803,1.4988,,,,,insufficient_history
gbpcad,2026-06-26,1.8728,1.3535,1.0,-1.4901,-3.6648,1.4,,,,,insufficient_history
gbpchf,2026-06-26,1.06858,4.4965,1.0,-9.317,-5.8517,-1.7337,,,,,insufficient_history
gbpjpy,2026-06-26,213.396,2.1365,1.0,-4.6704,-3.113,16.0224,,,,,insufficient_history
gbpnzd,2026-06-26,2.33981,0.3795,1.0,-0.9868,-4.4227,0.1029,,,,,insufficient_history
gbpusd,2026-06-26,1.3197,0.3595,1.0,0.4897,-2.0091,0.6956,,,,,insufficient_history
nzdcad,2026-06-26,0.80005,0.974,1.0,-0.5033,0.7579,1.2971,,,,,insufficient_history
nzdchf,2026-06-26,0.45587,4.117,1.0,-8.3302,-1.429,-1.8366,,,,,insufficient_history
nzdjpy,2026-06-26,91.17,1.757,1.0,-3.6836,1.3097,15.9195,,,,,insufficient_history
nzdusd,2026-06-26,0.56405,-0.02,1.0,1.4765,2.4136,0.5927,,,,,insufficient_history
usdcad,2026-06-26,1.419,-0.994,1.0,1.9798,1.6557,-0.7044,,,,,insufficient_history
usdchf,2026-06-26,0.80951,-4.137,1.0,9.8067,3.8426,2.4293,,,,,insufficient_history
usdjpy,2026-06-26,161.693,-1.777,1.0,5.1601,1.1039,-15.3268,,,,,insufficient_history
usdnok,2026-06-26,9.9174,-0.116,1.0,22.2894,5.89,-0.0374,,,,,insufficient_history
usdsek,2026-06-26,9.7172,-1.72,1.0,8.3642,0.8992,-0.2135,,,,,insufficient_history
audcad,2026-06-29,0.97836,1.384,0.0,-2.812,-0.0845,-0.0988,,,,,insufficient_history
audchf,2026-06-29,0.55626,4.496,0.0,-10.6389,-2.2714,-3.2325,,,,,insufficient_history
audjpy,2026-06-29,111.479,2.122,0.0,-5.9923,0.4673,14.5236,,,,,insufficient_history
audnzd,2026-06-29,1.21774,0.378,0.0,-2.3087,-0.8424,-1.3959,,,,,insufficient_history
audusd,2026-06-29,0.6889,0.378,0.0,-0.8322,1.5712,-0.8032,,,,,insufficient_history
cadchf,2026-06-29,0.56833,3.112,0.0,-7.8269,-2.1869,-3.1337,,,,,insufficient_history
cadjpy,2026-06-29,113.933,0.738,0.0,-3.1803,0.5518,14.6224,,,,,insufficient_history
chfjpy,2026-06-29,200.377,-2.374,0.0,4.6466,2.7387,17.7561,,,,,insufficient_history
euraud,2026-06-29,1.65758,-1.898,0.0,4.305,-0.2681,0.839,,,,,insufficient_history
eurcad,2026-06-29,1.62278,-0.514,0.0,1.493,-0.3526,0.7402,,,,,insufficient_history
eurchf,2026-06-29,0.92301,2.598,0.0,-6.3339,-2.5395,-2.3935,,,,,insufficient_history
eurgbp,2026-06-29,0.86128,-1.8684,0.0,2.9831,3.3122,-0.6598,,,,,insufficient_history
eurjpy,2026-06-29,184.934,0.224,0.0,-1.6873,0.1992,15.3626,,,,,insufficient_history
eurnok,2026-06-29,11.3368,-1.37,0.0,-18.8166,-4.5869,0.0732,,,,,insufficient_history
eurnzd,2026-06-29,2.02101,-1.52,0.0,1.9963,-1.1105,-0.5569,,,,,insufficient_history
eursek,2026-06-29,11.0913,0.205,0.0,-4.8914,0.4039,0.2493,,,,,insufficient_history
eurusd,2026-06-29,1.14273,-1.52,0.0,3.4728,1.3031,0.0358,,,,,insufficient_history
gbpaud,2026-06-29,1.92377,-0.0296,0.0,1.3219,-3.5803,1.4988,,,,,insufficient_history
gbpcad,2026-06-29,1.88305,1.3544,0.0,-1.4901,-3.6648,1.4,,,,,insufficient_history
gbpchf,2026-06-29,1.071,4.4664,0.0,-9.317,-5.8517,-1.7337,,,,,insufficient_history
gbpjpy,2026-06-29,214.654,2.0924,0.0,-4.6704,-3.113,16.0224,,,,,insufficient_history
gbpnzd,2026-06-29,2.34442,0.3484,0.0,-0.9868,-4.4227,0.1029,,,,,insufficient_history
gbpusd,2026-06-29,1.32598,0.3484,0.0,0.4897,-2.0091,0.6956,,,,,insufficient_history
nzdcad,2026-06-29,0.8025,1.006,0.0,-0.5033,0.7579,1.2971,,,,,insufficient_history
nzdchf,2026-06-29,0.45606,4.118,0.0,-8.3302,-1.429,-1.8366,,,,,insufficient_history
nzdjpy,2026-06-29,91.457,1.744,0.0,-3.6836,1.3097,15.9195,,,,,insufficient_history
nzdusd,2026-06-29,0.56523,0.0,0.0,1.4765,2.4136,0.5927,,,,,insufficient_history
usdcad,2026-06-29,1.4205,-1.006,0.0,1.9798,1.6557,-0.7044,,,,,insufficient_history
usdchf,2026-06-29,0.80783,-4.118,0.0,9.8067,3.8426,2.4293,,,,,insufficient_history
usdjpy,2026-06-29,161.926,-1.744,0.0,5.1601,1.1039,-15.3268,,,,,insufficient_history
usdnok,2026-06-29,9.9246,-0.15,0.0,22.2894,5.89,-0.0374,,,,,insufficient_history
usdsek,2026-06-29,9.7075,-1.725,0.0,8.3642,0.8992,-0.2135,,,,,insufficient_history
audcad,2026-06-30,0.98149,1.347,0.0,-2.812,-0.0845,-0.0988,,,,,insufficient_history
audchf,2026-06-30,0.55897,4.458,0.0,-10.6389,-2.2714,-3.2325,,,,,insufficient_history
audjpy,2026-06-30,112.365,2.051,0.0,-5.9923,0.4673,14.5236,,,,,insufficient_history
audnzd,2026-06-30,1.2182,0.369,0.0,-2.3087,-0.8424,-1.3959,,,,,insufficient_history
audusd,2026-06-30,0.69223,0.289,0.0,-0.8322,1.5712,-0.8032,,,,,insufficient_history
cadchf,2026-06-30,0.56898,3.111,0.0,-7.8269,-2.1869,-3.1337,,,,,insufficient_history
cadjpy,2026-06-30,114.448,0.704,0.0,-3.1803,0.5518,14.6224,,,,,insufficient_history
chfjpy,2026-06-30,201.088,-2.407,0.0,4.6466,2.7387,17.7561,,,,,insufficient_history
euraud,2026-06-30,1.65023,-1.8645,0.0,4.305,-0.2681,0.839,,,,,insufficient_history
eurcad,2026-06-30,1.62105,-0.5175,0.0,1.493,-0.3526,0.7402,,,,,insufficient_history
eurchf,2026-06-30,0.92262,2.5935,0.0,-6.3339,-2.5395,-2.3935,,,,,insufficient_history
eurgbp,2026-06-30,0.86107,-1.9005,0.0,3.4571,3.3122,-0.6598,,,,,insufficient_history
eurjpy,2026-06-30,185.624,0.1865,0.0,-1.6873,0.1992,15.3626,,,,,insufficient_history
eurnok,2026-06-30,11.308,-1.3805,0.0,-18.8166,-4.5869,0.0732,,,,,insufficient_history
eurnzd,2026-06-30,2.011,-1.4955,0.0,1.9963,-1.1105,-0.5569,,,,,insufficient_history
eursek,2026-06-30,11.0747,0.1915,0.0,-4.8914,0.4039,0.2493,,,,,insufficient_history
eurusd,2026-06-30,1.14247,-1.5755,0.0,3.4728,1.3031,0.0358,,,,,insufficient_history
gbpaud,2026-06-30,1.9157,0.036,0.0,0.8479,-3.5803,1.4988,,,,,insufficient_history
gbpcad,2026-06-30,1.88209,1.383,0.0,-1.9641,-3.6648,1.4,,,,,insufficient_history
gbpchf,2026-06-30,1.07123,4.494,0.0,-9.791,-5.8517,-1.7337,,,,,insufficient_history
gbpjpy,2026-06-30,215.48,2.087,0.0,-5.1444,-3.113,16.0224,,,,,insufficient_history
gbpnzd,2026-06-30,2.33478,0.405,0.0,-1.4608,-4.4227,0.1029,,,,,insufficient_history
gbpusd,2026-06-30,1.32619,0.325,0.0,0.0157,-2.0091,0.6956,,,,,insufficient_history
nzdcad,2026-06-30,0.80559,0.978,0.0,-0.5033,0.7579,1.2971,,,,,insufficient_history
nzdchf,2026-06-30,0.45832,4.089,0.0,-8.3302,-1.429,-1.8366,,,,,insufficient_history
nzdjpy,2026-06-30,92.227,1.682,0.0,-3.6836,1.3097,15.9195,,,,,insufficient_history
nzdusd,2026-06-30,0.56786,-0.08,0.0,1.4765,2.4136,0.5927,,,,,insufficient_history
usdcad,2026-06-30,1.41938,-1.058,0.0,1.9798,1.6557,-0.7044,,,,,insufficient_history
usdchf,2026-06-30,0.80791,-4.169,0.0,9.8067,3.8426,2.4293,,,,,insufficient_history
usdjpy,2026-06-30,162.473,-1.762,0.0,5.1601,1.1039,-15.3268,,,,,insufficient_history
usdnok,2026-06-30,9.8986,-0.195,0.0,22.2894,5.89,-0.0374,,,,,insufficient_history
usdsek,2026-06-30,9.6951,-1.767,0.0,8.3642,0.8992,-0.2135,,,,,insufficient_history
audcad,2026-07-01,0.97967,1.407,0.0,-2.812,-0.0845,-0.0988,,,,,insufficient_history
audchf,2026-07-01,0.55736,4.509,0.0,-10.6389,-2.2714,-3.2325,,,,,insufficient_history
audjpy,2026-07-01,112.037,2.085,0.0,-5.9923,0.4673,14.5236,,,,,insufficient_history
audnzd,2026-07-01,1.21495,0.379,0.0,-2.3087,-0.8424,-1.3959,,,,,insufficient_history
audusd,2026-07-01,0.68961,0.309,0.0,-0.8322,1.5712,-0.8032,,,,,insufficient_history
cadchf,2026-07-01,0.5683,3.102,0.0,-7.8269,-2.1869,-3.1337,,,,,insufficient_history
cadjpy,2026-07-01,114.336,0.678,0.0,-3.1803,0.5518,14.6224,,,,,insufficient_history
chfjpy,2026-07-01,200.814,-2.424,0.0,4.6466,2.7387,17.7561,,,,,insufficient_history
euraud,2026-07-01,1.65028,-1.9121,0.0,4.305,-0.2681,0.839,,,,,insufficient_history
eurcad,2026-07-01,1.61697,-0.5051,0.0,1.493,-0.3526,0.7402,,,,,insufficient_history
eurchf,2026-07-01,0.92051,2.5969,0.0,-6.3339,-2.5395,-2.3935,,,,,insufficient_history
eurgbp,2026-07-01,0.85692,-1.8902,0.0,3.4571,3.3122,-0.6598,,,,,insufficient_history
eurjpy,2026-07-01,184.949,0.1729,0.0,-1.6873,0.1992,15.3626,,,,,insufficient_history
eurnok,2026-07-01,11.2773,-1.4121,0.0,-18.8166,-4.5869,0.0732,,,,,insufficient_history
eurnzd,2026-07-01,2.0056,-1.5331,0.0,1.9963,-1.1105,-0.5569,,,,,insufficient_history
eursek,2026-07-01,11.0656,0.1719,0.0,-4.8914,0.4039,0.2493,,,,,insufficient_history
eurusd,2026-07-01,1.13804,-1.6031,0.0,3.4728,1.3031,0.0358,,,,,insufficient_history
gbpaud,2026-07-01,1.92552,-0.0219,0.0,0.8479,-3.5803,1.4988,,,,,insufficient_history
gbpcad,2026-07-01,1.88659,1.3851,0.0,-1.9641,-3.6648,1.4,,,,,insufficient_history
gbpchf,2026-07-01,1.07399,4.4871,0.0,-9.791,-5.8517,-1.7337,,,,,insufficient_history
gbpjpy,2026-07-01,215.783,2.0631,0.0,-5.1444,-3.113,16.0224,,,,,insufficient_history
gbpnzd,2026-07-01,2.3399,0.3571,0.0,-1.4608,-4.4227,0.1029,,,,,insufficient_history
gbpusd,2026-07-01,1.32767,0.2871,0.0,0.0157,-2.0091,0.6956,,,,,insufficient_history
nzdcad,2026-07-01,0.80596,1.028,0.0,-0.5033,0.7579,1.2971,,,,,insufficient_history
nzdchf,2026-07-01,0.45828,4.13,0.0,-8.3302,-1.429,-1.8366,,,,,insufficient_history
nzdjpy,2026-07-01,92.161,1.706,0.0,-3.6836,1.3097,15.9195,,,,,insufficient_history
nzdusd,2026-07-01,0.56747,-0.07,0.0,1.4765,2.4136,0.5927,,,,,insufficient_history
usdcad,2026-07-01,1.42133,-1.098,0.0,1.9798,1.6557,-0.7044,,,,,insufficient_history
usdchf,2026-07-01,0.80838,-4.2,0.0,9.8067,3.8426,2.4293,,,,,insufficient_history
usdjpy,2026-07-01,162.575,-1.776,0.0,5.1601,1.1039,-15.3268,,,,,insufficient_history
usdnok,2026-07-01,9.9096,-0.191,0.0,22.2894,5.89,-0.0374,,,,,insufficient_history
usdsek,2026-07-01,9.7259,-1.775,0.0,8.3642,0.8992,-0.2135,,,,,insufficient_history
audcad,2026-07-02,0.98122,1.378,1.0,-2.812,-0.7373,-0.0988,,,,,insufficient_history
audchf,2026-07-02,0.55581,4.515,1.0,-10.6389,-2.9242,-3.2325,,,,,insufficient_history
audjpy,2026-07-02,111.457,2.048,1.0,-5.9923,-0.1855,14.5236,,,,,insufficient_history
audnzd,2026-07-02,1.21456,0.373,1.0,-2.3087,-1.4952,-1.3959,,,,,insufficient_history
audusd,2026-07-02,0.69242,0.333,1.0,-0.8322,0.9184,-0.8032,,,,,insufficient_history
cadchf,2026-07-02,0.5663,3.137,1.0,-7.8269,-2.1869,-3.1337,,,,,insufficient_history
cadjpy,2026-07-02,113.584,0.67,1.0,-3.1803,0.5518,14.6224,,,,,insufficient_history
chfjpy,2026-07-02,200.49,-2.467,1.0,4.6466,2.7387,17.7561,,,,,insufficient_history
euraud,2026-07-02,1.65089,-1.9246,1.0,4.305,0.3847,0.839,,,,,insufficient_history
eurcad,2026-07-02,1.62063,-0.5466,1.0,1.493,-0.3526,0.7402,,,,,insufficient_history
eurchf,2026-07-02,0.91827,2.5904,1.0,-6.3339,-2.5395,-2.3935,,,,,insufficient_history
eurgbp,2026-07-02,0.85637,-1.8931,1.0,3.4571,3.3122,-0.6598,,,,,insufficient_history
eurjpy,2026-07-02,184.137,0.1234,1.0,-1.6873,0.1992,15.3626,,,,,insufficient_history
eurnok,2026-07-02,11.2531,-1.4216,1.0,-18.8166,-4.5869,0.0732,,,,,insufficient_history
eurnzd,2026-07-02,2.00608,-1.5516,1.0,1.9963,-1.1105,-0.5569,,,,,insufficient_history
eursek,2026-07-02,11.0622,0.1584,1.0,-4.8914,0.4039,0.2493,,,,,insufficient_history
eurusd,2026-07-02,1.14364,-1.5916,1.0,3.4728,1.3031,0.0358,,,,,insufficient_history
gbpaud,2026-07-02,1.92696,-0.0315,1.0,0.8479,-2.9275,1.4988,,,,,insufficient_history
gbpcad,2026-07-02,1.89153,1.3465,1.0,-1.9641,-3.6648,1.4,,,,,insufficient_history
gbpchf,2026-07-02,1.07169,4.4835,1.0,-9.791,-5.8517,-1.7337,,,,,insufficient_history
gbpjpy,2026-07-02,214.96,2.0165,1.0,-5.1444,-3.113,16.0224,,,,,insufficient_history
gbpnzd,2026-07-02,2.34161,0.3415,1.0,-1.4608,-4.4227,0.1029,,,,,insufficient_history
gbpusd,2026-07-02,1.33483,0.3015,1.0,0.0157,-2.0091,0.6956,,,,,insufficient_history
nzdcad,2026-07-02,0.80731,1.005,1.0,-0.5033,0.7579,1.2971,,,,,insufficient_history
nzdchf,2026-07-02,0.45715,4.142,1.0,-8.3302,-1.429,-1.8366,,,,,insufficient_history
nzdjpy,2026-07-02,91.727,1.675,1.0,-3.6836,1.3097,15.9195,,,,,insufficient_history
nzdusd,2026-07-02,0.56996,-0.04,1.0,1.4765,2.4136,0.5927,,,,,insufficient_history
usdcad,2026-07-02,1.41795,-1.045,1.0,1.9798,1.6557,-0.7044,,,,,insufficient_history
usdchf,2026-07-02,0.80328,-4.182,1.0,9.8067,3.8426,2.4293,,,,,insufficient_history
usdjpy,2026-07-02,161.085,-1.715,1.0,5.1601,1.1039,-15.3268,,,,,insufficient_history
usdnok,2026-07-02,9.8416,-0.17,1.0,22.2894,5.89,-0.0374,,,,,insufficient_history
usdsek,2026-07-02,9.6759,-1.75,1.0,8.3642,0.8992,-0.2135,,,,,insufficient_history
audcad,2026-07-06,0.98789,1.375,0.0,-2.812,-0.7373,-0.0988,,,,,insufficient_history
audchf,2026-07-06,0.5598,4.468,0.0,-10.6389,-2.9242,-3.2325,,,,,insufficient_history
audjpy,2026-07-06,112.626,1.961,0.0,-5.9923,-0.1855,14.5236,,,,,insufficient_history
audnzd,2026-07-06,1.2187,0.374,0.0,-2.3087,-1.4952,-1.3959,,,,,insufficient_history
audusd,2026-07-06,0.69589,0.314,0.0,-0.8322,0.9184,-0.8032,,,,,insufficient_history
cadchf,2026-07-06,0.56652,3.093,0.0,-7.8269,-2.1869,-3.1337,,,,,insufficient_history
cadjpy,2026-07-06,114.08,0.586,0.0,-3.1803,0.5518,14.6224,,,,,insufficient_history
chfjpy,2026-07-06,201.285,-2.507,0.0,4.6466,2.7387,17.7561,,,,,insufficient_history
euraud,2026-07-06,1.64419,-1.8488,0.0,4.305,0.3847,0.839,,,,,insufficient_history
eurcad,2026-07-06,1.62485,-0.4738,0.0,1.493,-0.3526,0.7402,,,,,insufficient_history
eurchf,2026-07-06,0.92076,2.6192,0.0,-6.3339,-2.5395,-2.3935,,,,,insufficient_history
eurgbp,2026-07-06,0.85389,-1.8514,0.0,3.4571,3.3122,-0.6598,,,,,insufficient_history
eurjpy,2026-07-06,185.432,0.1122,0.0,-1.6873,0.1992,15.3626,,,,,insufficient_history
eurnok,2026-07-06,11.1925,-1.3638,0.0,-18.8166,-4.5869,0.0732,,,,,insufficient_history
eurnzd,2026-07-06,2.0063,-1.4748,0.0,1.9963,-1.1105,-0.5569,,,,,insufficient_history
eursek,2026-07-06,11.0064,0.1872,0.0,-4.8914,0.4039,0.2493,,,,,insufficient_history
eurusd,2026-07-06,1.14443,-1.5348,0.0,3.4728,1.3031,0.0358,,,,,insufficient_history
gbpaud,2026-07-06,1.92444,0.0026,0.0,0.8479,-2.9275,1.4988,,,,,insufficient_history
gbpcad,2026-07-06,1.90144,1.3776,0.0,-1.9641,-3.6648,1.4,,,,,insufficient_history
gbpchf,2026-07-06,1.0779,4.4706,0.0,-9.791,-5.8517,-1.7337,,,,,insufficient_history
gbpjpy,2026-07-06,217.03,1.9636,0.0,-5.1444,-3.113,16.0224,,,,,insufficient_history
gbpnzd,2026-07-06,2.34788,0.3766,0.0,-1.4608,-4.4227,0.1029,,,,,insufficient_history
gbpusd,2026-07-06,1.33903,0.3166,0.0,0.0157,-2.0091,0.6956,,,,,insufficient_history
nzdcad,2026-07-06,0.80937,1.001,0.0,-0.5033,0.7579,1.2971,,,,,insufficient_history
nzdchf,2026-07-06,0.45857,4.094,0.0,-8.3302,-1.429,-1.8366,,,,,insufficient_history
nzdjpy,2026-07-06,92.365,1.587,0.0,-3.6836,1.3097,15.9195,,,,,insufficient_history
nzdusd,2026-07-06,0.57032,-0.06,0.0,1.4765,2.4136,0.5927,,,,,insufficient_history
usdcad,2026-07-06,1.42019,-1.061,0.0,1.9798,1.6557,-0.7044,,,,,insufficient_history
usdchf,2026-07-06,0.80467,-4.154,0.0,9.8067,3.8426,2.4293,,,,,insufficient_history
usdjpy,2026-07-06,162.07,-1.647,0.0,5.1601,1.1039,-15.3268,,,,,insufficient_history
usdnok,2026-07-06,9.78,-0.171,0.0,22.2894,5.89,-0.0374,,,,,insufficient_history
usdsek,2026-07-06,9.616,-1.722,0.0,8.3642,0.8992,-0.2135,,,,,insufficient_history
audcad,2026-07-07,0.98346,1.332,0.0,-2.812,-0.9203,-0.0988,,,,,insufficient_history
audchf,2026-07-07,0.55927,4.481,0.0,-10.6389,-2.9242,-3.2325,,,,,insufficient_history
audjpy,2026-07-07,112.274,1.976,0.0,-5.9923,-0.1855,14.5236,,,,,insufficient_history
audnzd,2026-07-07,1.21978,0.396,0.0,-2.3087,-1.4952,-1.3959,,,,,insufficient_history
audusd,2026-07-07,0.69314,0.276,0.0,-0.8322,0.5644,-0.8032,,,,,insufficient_history
cadchf,2026-07-07,0.56877,3.149,0.0,-7.8269,-2.0039,-3.1337,,,,,insufficient_history
cadjpy,2026-07-07,114.117,0.644,0.0,-3.1803,0.7348,14.6224,,,,,insufficient_history
chfjpy,2026-07-07,200.638,-2.505,0.0,4.6466,2.7387,17.7561,,,,,insufficient_history
euraud,2026-07-07,1.64648,-1.8385,0.0,4.305,0.3847,0.839,,,,,insufficient_history
eurcad,2026-07-07,1.62026,-0.5065,0.0,1.493,-0.5356,0.7402,,,,,insufficient_history
eurchf,2026-07-07,0.9219,2.6425,0.0,-6.3339,-2.5395,-2.3935,,,,,insufficient_history
eurgbp,2026-07-07,0.85393,-1.8685,0.0,3.4571,3.3122,-0.6598,,,,,insufficient_history
eurjpy,2026-07-07,184.972,0.1375,0.0,-1.6873,0.1992,15.3626,,,,,insufficient_history
eurnok,2026-07-07,11.1854,-1.3575,0.0,-18.8166,-4.5869,0.0732,,,,,insufficient_history
eurnzd,2026-07-07,2.01,-1.4425,0.0,1.9963,-1.1105,-0.5569,,,,,insufficient_history
eursek,2026-07-07,11.0604,0.1875,0.0,-4.8914,0.4039,0.2493,,,,,insufficient_history
eurusd,2026-07-07,1.14155,-1.5625,0.0,3.4728,0.9491,0.0358,,,,,insufficient_history
gbpaud,2026-07-07,1.92709,0.03,0.0,0.8479,-2.9275,1.4988,,,,,insufficient_history
gbpcad,2026-07-07,1.89663,1.362,0.0,-1.9641,-3.8478,1.4,,,,,insufficient_history
gbpchf,2026-07-07,1.07854,4.511,0.0,-9.791,-5.8517,-1.7337,,,,,insufficient_history
gbpjpy,2026-07-07,216.512,2.006,0.0,-5.1444,-3.113,16.0224,,,,,insufficient_history
gbpnzd,2026-07-07,2.3525,0.426,0.0,-1.4608,-4.4227,0.1029,,,,,insufficient_history
gbpusd,2026-07-07,1.33593,0.306,0.0,0.0157,-2.3631,0.6956,,,,,insufficient_history
nzdcad,2026-07-07,0.80585,0.936,0.0,-0.5033,0.5749,1.2971,,,,,insufficient_history
nzdchf,2026-07-07,0.45834,4.085,0.0,-8.3302,-1.429,-1.8366,,,,,insufficient_history
nzdjpy,2026-07-07,91.98,1.58,0.0,-3.6836,1.3097,15.9195,,,,,insufficient_history
nzdusd,2026-07-07,0.56799,-0.12,0.0,1.4765,2.0596,0.5927,,,,,insufficient_history
usdcad,2026-07-07,1.41987,-1.056,0.0,1.9798,1.4847,-0.7044,,,,,insufficient_history
usdchf,2026-07-07,0.80729,-4.205,0.0,9.8067,3.4886,2.4293,,,,,insufficient_history
usdjpy,2026-07-07,162.09,-1.7,0.0,5.1601,0.7499,-15.3268,,,,,insufficient_history
usdnok,2026-07-07,9.7986,-0.205,0.0,22.2894,5.536,-0.0374,,,,,insufficient_history
usdsek,2026-07-07,9.6932,-1.75,0.0,8.3642,0.5452,-0.2135,,,,,insufficient_history
audcad,2026-07-08,0.9819,1.315,0.0,-2.812,-0.9203,-0.0988,,,,,insufficient_history
audchf,2026-07-08,0.55953,4.507,0.0,-10.6389,-2.9242,-3.2325,,,,,insufficient_history
audjpy,2026-07-08,112.603,2.011,0.0,-5.9923,-0.1855,14.5236,,,,,insufficient_history
audnzd,2026-07-08,1.21478,0.374,0.0,-2.3087,-1.4952,-1.3959,,,,,insufficient_history
audusd,2026-07-08,0.69329,0.324,0.0,-0.8322,0.5644,-0.8032,,,,,insufficient_history
cadchf,2026-07-08,0.56969,3.192,0.0,-7.8269,-2.0039,-3.1337,,,,,insufficient_history
cadjpy,2026-07-08,114.699,0.696,0.0,-3.1803,0.7348,14.6224,,,,,insufficient_history
chfjpy,2026-07-08,201.247,-2.496,0.0,4.6466,2.7387,17.7561,,,,,insufficient_history
euraud,2026-07-08,1.64657,-1.7956,0.0,4.305,0.3847,0.839,,,,,insufficient_history
eurcad,2026-07-08,1.61777,-0.4806,0.0,1.493,-0.5356,0.7402,,,,,insufficient_history
eurchf,2026-07-08,0.92252,2.7114,0.0,-6.3339,-2.5395,-2.3935,,,,,insufficient_history
eurgbp,2026-07-08,0.85251,-1.8741,0.0,3.4571,3.3122,-0.6598,,,,,insufficient_history
eurjpy,2026-07-08,185.621,0.2154,0.0,-1.6873,0.1992,15.3626,,,,,insufficient_history
eurnok,2026-07-08,11.1489,-1.3226,0.0,-18.8166,-4.5869,0.0732,,,,,insufficient_history
eurnzd,2026-07-08,2.00225,-1.4216,0.0,1.9963,-1.1105,-0.5569,,,,,insufficient_history
eursek,2026-07-08,11.0675,0.1934,0.0,-4.8914,0.4039,0.2493,,,,,insufficient_history
eurusd,2026-07-08,1.14207,-1.4716,0.0,3.4728,0.9491,0.0358,,,,,insufficient_history
gbpaud,2026-07-08,1.93129,0.0785,0.0,0.8479,-2.9275,1.4988,,,,,insufficient_history
gbpcad,2026-07-08,1.89693,1.3935,0.0,-1.9641,-3.8478,1.4,,,,,insufficient_history
gbpchf,2026-07-08,1.08096,4.5855,0.0,-9.791,-5.8517,-1.7337,,,,,insufficient_history
gbpjpy,2026-07-08,217.644,2.0895,0.0,-5.1444,-3.113,16.0224,,,,,insufficient_history
gbpnzd,2026-07-08,2.34785,0.4525,0.0,-1.4608,-4.4227,0.1029,,,,,insufficient_history
gbpusd,2026-07-08,1.33889,0.4025,0.0,0.0157,-2.3631,0.6956,,,,,insufficient_history
nzdcad,2026-07-08,0.80723,0.941,0.0,-0.5033,0.5749,1.2971,,,,,insufficient_history
nzdchf,2026-07-08,0.45968,4.133,0.0,-8.3302,-1.429,-1.8366,,,,,insufficient_history
nzdjpy,2026-07-08,92.602,1.637,0.0,-3.6836,1.3097,15.9195,,,,,insufficient_history
nzdusd,2026-07-08,0.57016,-0.05,0.0,1.4765,2.0596,0.5927,,,,,insufficient_history
usdcad,2026-07-08,1.41701,-0.991,0.0,1.9798,1.4847,-0.7044,,,,,insufficient_history
usdchf,2026-07-08,0.80747,-4.183,0.0,9.8067,3.4886,2.4293,,,,,insufficient_history
usdjpy,2026-07-08,162.584,-1.687,0.0,5.1601,0.7499,-15.3268,,,,,insufficient_history
usdnok,2026-07-08,9.7529,-0.149,0.0,22.2894,5.536,-0.0374,,,,,insufficient_history
usdsek,2026-07-08,9.6864,-1.665,0.0,8.3642,0.5452,-0.2135,,,,,insufficient_history
audcad,2026-07-09,0.98272,1.359,0.0,-2.812,-0.9203,-0.0988,,,,,insufficient_history
audchf,2026-07-09,0.55957,4.5,0.0,-10.6389,-2.9242,-3.2325,,,,,insufficient_history
audjpy,2026-07-09,112.677,2.006,0.0,-5.9923,-0.1855,14.5236,,,,,insufficient_history
audnzd,2026-07-09,1.20554,0.305,0.0,-2.3087,-1.4952,-1.3959,,,,,insufficient_history
audusd,2026-07-09,0.6944,0.345,0.0,-0.8322,0.5644,-0.8032,,,,,insufficient_history
cadchf,2026-07-09,0.5691,3.141,0.0,-7.8269,-2.0039,-3.1337,,,,,insufficient_history
cadjpy,2026-07-09,114.59,0.647,0.0,-3.1803,0.7348,14.6224,,,,,insufficient_history
chfjpy,2026-07-09,201.175,-2.494,0.0,4.6466,2.7387,17.7561,,,,,insufficient_history
euraud,2026-07-09,1.64647,-1.8322,0.0,4.305,0.3847,0.839,,,,,insufficient_history
eurcad,2026-07-09,1.61885,-0.4732,0.0,1.493,-0.5356,0.7402,,,,,insufficient_history
eurchf,2026-07-09,0.92181,2.6678,0.0,-6.3339,-2.5395,-2.3935,,,,,insufficient_history
eurgbp,2026-07-09,0.8524,-1.8506,0.0,3.4571,3.3122,-0.6598,,,,,insufficient_history
eurjpy,2026-07-09,185.576,0.1738,0.0,-1.6873,0.1992,15.3626,,,,,insufficient_history
eurnok,2026-07-09,11.1107,-1.3622,0.0,-18.8166,-4.5869,0.0732,,,,,insufficient_history
eurnzd,2026-07-09,1.9855,-1.5272,0.0,1.9963,-1.1105,-0.5569,,,,,insufficient_history
